Good,Bad,Brilliant,Warm,Great,Happy
Happy,Sad,Smart,Ugly,Clumsy,Close
Above,Below,Sad,Dead,Free,Kind
Kind,Cruel,Happy,Friendly,Agree,Sad
Fast,Slow,Speed,Kind,Next,Quick
Day,Night,Morning,Windy,Sunny,Rain
Empty,Full,Lost,Ugly,Down,Black
Up,Down,Side,Top,Clouds,Rain
Pass,Fail,Good,Teacher,Happy,Short
Short,Tall,Big,Hungry,Sad,Fat
Hot,Cold,Breezy,Windy,Sunny,Rainy
Expensive,Cheap,Wealthy,Money,Happy,Rich
Beautiful,Ugly,Awesome,Clean,Nice,Smelly
Thick,Thin,Heavy,Fat,Young,Clean
Early,Late,Small,Simple,Early,Time
Many,Few,Some,None,Great,Speed
Light,Dark,Colourful,Many,Clouds,Sunny
Old,Young,Happy,Age,Tired,Sleepy
Float,Sink,Survive,Fish,Water,Clouds
First,Last,Next,Between,Above,Quickly
Dry,Wet,Swim,Water,Rainy,Sad
Strong,Weak,Big,Skinny,Happy,Pretty
Mean,Nice,Angry,Simple,Cruel,Argue
Brave,Scared,Strong,Big,Happy,Skinny
Rare,Common,Normal,Unusual,Sight,Always
Careful,Reckless,Kind,Cruel,Insurance,Slow
Possible,Impossible,Likely,Probable,Future,Happy
Loud,Quite,Noisy,Annoy,Angry,Brave
Buy,Sell,Owner,Money,Gift,Recieve
Start,Finish,Begin,Fail,Race,Win
Man,Woman,Child,Uncle,Father,Granpa
Boy,Girl,Teacher,Mother,Sister,Brother
Brother,Sister,Nephew,Niece,Family,Dad
Dad,Mom,Child,Parent,Old,Young
Uncle,Aunt,Cousin,Nephew,Grandparent,Child
Nothing,Everything,Little,Few,Many,Possible
Sunset,Sunrise,Night,Day,Windy,Sunny
Wife,Husband,Children,Family,Uncle,Brother
Teacher,Student,Principal,School,Pastor,Tutor
King,Queen,Knight,Guard,Servant,Crown
Love,Hate,Peace,Angry,Happy,Argue
Friend,Enemy,Soldier,Army,School,Group
Correct,Incorrect,Never,Pass,Fail,Test
Win,Lose,Score,Soccer,Draw,Field
Open,Close,Light,Door,Make,See
Create,Distroy,Build,Helpful,Useful,Learn
Teach,Learn,Help,School,Test,Pass
Awake,Asleep,Dream,Thought,Calm,Bed
Play,Work,Learn,Teach,Book,Job
Laugh,Cry,Help,Joke,Friend,Happy
Sit,Stand,Run,Walk,Jog,Fall
Far,Near,Hills,Clouds,Inside,Long
Odd,Even,Angle,Number,Strange,Common
Neat,Messy,Tidy,White,Empty,Simple
Singular,Plural,One,Single,Everything,Nothing
Push,Pull,Weak,Run,Smash,Break
Real,Fake,Rare,Simple,Normal,Believe
Safe,Dangerous,Open,Police,Criminal,Child
Inside,Outside,Always,Top,Include,Within
Lower,Raise,Same,Change,Money,Up
Catch,Throw,Bowl,Kick,Bat,Scrum
Upstairs,Downstairs,Kitchen,Basement,Below,Down
Easy,Tough,Simple,Quickly,Angry,Pass
Tame,Wild,Animal,Calm,Pet,Train
Shallow,Deep,Ocean,Under,Below,Down
Straight,Crooked,Obscure,Line,Ruler,Measure
Major,Minor,Empty,Full,Big,Small
Lead,Follow,Teacher,Write,Test,Run
Narrow,Wide,Small,Little,Line,Angle
Loose,Tight,Hang,Squeeze,Hold,Fall
Hard,Soft,Metal,Wood,Difficult,Easy
Lost,Found,Steal,Empty,Buy,Gift
Enter,Exit,Come,Inside,Outside,Win
Repair,Break,Build,Make,Design,Up
After,Before,Past,Fly,Future,Run
Better,Worse,Good,Happy,Lack,Well
Add,Subtract,Multiply,Divide,Count,Sum
Clean,Dirty,Play,Wash,Beautiful,Smell
Birth,Death,Live,Grow,Old,Yell
East,West,Direction,Compass,Left,Up
Skinny,Fat,Empty,Eat,Cook,Hungry
Begin,End,Start,Fast,Lag,Time
High,Low,Jump,Crawl,Bend,Stand
Gentle,Rough,Smooth,Hard,Talk,Soft
Male,Female,Dad,Mom,Kitchen,Down
Lies,Truth,Poetry,Story,Fiction,Book
Poor,Rich,Money,Wealth,Buy,Settle
Present,Absent,Here,Away,Available,Disappear
Polite,Rude,Sweet,Manners,Good,Nothing
Sour,Sweet,Candy,Sugar,Cakes,Lemon
White,Black,Red,Clouds,Colours,Clear
Same,Different,New,Unusual,Main,Bottom
Well,Sick,Fine,Awake,Around,Thinking
Father,Mother,Siblings,Dad,Parent,Friend
Less,More,Few,Plenty,Mistake,Day
Shout,Whisper,Talk,Scream,Bad,Loud
Walk,Run,Cruise,Relax,Speed,Move
Read,Write,Doodle,Shakespear,Break,Bottom
Smart,Dumb,Think,Guess,School,Monkey
Simple,Challenging,Easy,Ability,Possible,Pencil
Crazy,Sane,Calm,Normal,Problem,Alive
Calm,Worried,Okay,Climb,Shoes,Happy
Ignorant,Educated,Student,Professer,University,Clueless
Input,Output,Outside,Like,Side,Car
Inhale,Exhale,Breath,Weak,Smash,Zeal
Occupied,Vacant,Taken,Fail,Unavailable,Night
Pre,Post,Before,Now,Maybe,Certain
Silence,Noise,Quiet,Bang,Music,Wave
Hired,Fired,Job,Manager,Resign,Apply
Give,Receive,Gift,Kind,Make,Heart
Borrow,Lend,Buy,Ask,Return,Give
Former,Later,Past,After,Date,Never
Fantasy,Reality,Dream,Death,Game,Abstract
Single,Married,Bachelor,Free,Kids,Love
Servant,Master,Slave,Helper,Manger,Work
Trap,Release,Hold,Friendly,Fly,Fall
Employer,Employee,Job,Manager,Worker,Day
Part,Whole,Piece,Broken,Light,Silver
Offense,Defense,Soccer,Sport,Attack,Ready
Natural,Artificial,Real,Earth,Created,Box
Abundant,Scarce,Plenty,Everywhere,Confused,Bun
Optimistic,Pessimistic,Positive,Cheerful,Depressed,Bad
Joy,Grief,Funeral,Death,Lime,Sight
Foolish,Wise,Book,School,Water,Think
Intentional,Accidental,Purposeful,Done,Mile,Adult
Positive,Negative,Plus,Great,Bad,Band
Ancient,Modern,Old,Minimum,Once,Again
Allow,Forbid,Enter,Access,Indoors,Smile
Beginner,Professional,Novice,Lacking,Trying,Amazing
Never,Always,Sometimes,Liar,Angry,Now
Exactly,Approximately,Climb,Precise,Missed,Bore
Pleasant,Awful,Delicious,Great,Nice,Cry
Build,Destroy,Make,Create,Fix,Fiddle
Floor,Ceiling,Ground,Upstairs,Fly,Clouds
Courage,Fear,Brave,Strong,Shocked,Cautious
Cool,Warm,Cold,Freezing,Burning,Red
Vowel,Consonant,Alphabet,Vocabulary,English,Grammar
Dawn,Dusk,Morning,Late,Sunny,Night
Defeat,Victory,Warrior,Loser,Weak,Mighty
Construction,Destruction,Builder,Bridge,Large,Brick
Unite,Divide,Together,Love,Friendship,Rain
Democracy,Dictatorship,Choice,Tyrant,Freedom,Vote
Elementary,Advanced,Simple,Easy,Super,Cool
Import,Export,Ship,Exchange,Trade,Depart
Freeze,Melt,Cold,Degrees,Hot,Fire
Frequent,Occassional,Everytime,Access,Accomodate,Life
Guilty,Innocent,Thief,Murder,Free,Good
Vertical,Horizontal,Line,Sky,Landscape,Nature
Hit,Miss,Throw,Precise,Attempt,Loud
Stop,Go,Back,Forward,Halt,Pause
Off,On,Stop,Dead,Alive,Kill
Big,Small,Tall,Above,Up,Tiny
Right,Left,East,Correct,Down,Turn
Front,Back,Up,Down,Forward,Behind
Forward,Backward,Upward,Downward,Front,Down
Locked,Unlocked,Closed,Open,Off,On
Alive,Dead,Off,Happy,Living,On
Large,Tiny,Big,Medium,Great,Tall
North,South,East,West,Up,Down
Fresh,Stale,New,Old,Dirty,Clean
Alone,Together,Only,Lonely,Happy,Sad
Bare,Covered,Nothing,Alone,Cold,Full
Round,Square,Circle,Triangle,Rectangle,Diamond
Wired,Wireless,Connect,Unconnect,Signal,Tranfer
Sharp,Blunt,Correct,Wrong,Stupid,Dumb
Shine,Dull,Sunny,Cloudy,Spark,Glitter
Smile,Frown,Happy,Angry,Sad,Excited
Leave,Arrive,Recieve,Send,Go,Stay
Sunny,Cloudy,Stormy,Happy,Day,Night
Evening,Morning,Day,Yesterday,Tommorow,Today
Unknown,Famous,Different,Unusual,Popular,Lonely
Often,Rarely,Regularly,Usually,Much,Generally
Important,Unimportant,Careless,Special,Great,Meaningful
Minimum,Maximum,High,Above,Top,Below
Antonym,Synonym,Homonym,Phrase,Sentence,Opposite
Blessing,Curse,Chance,Luck,Happy,Rich
Advantage,Disadvantage,Blessing,Fortune,Rich,Illness
Resident,Visitor,Owner,Company,Citizen,Alone
Misery,Pleasure,Trouble,Suffering,Luck,Curse
Solution,Problem,Result,Theory,Dilemma,Outcome
Observe,Glance,Inspect,Deny,Witness,Study
Brief,Long,Stable,Unstable,Strong,Weak
Blindness,Vision,Handicap,Scent,Alertness,Weak
Certain,Unsure,Convinced,Calm,Anxious,Sure
Unlike,Similiar,Different,Unique,Seperate,Reverse
Fan,Critic,Friend,Follower,Model,Performer
Random,Ordered,General,Same,Different,Creative
Ambitious,Lazy,Hopeful,Spirited,Aimless,Strong
Opponent,Ally,Rival,Team,Enemy,Observer
Cling,Detach,Clutch,Hug,Slice,Swap
Artic,Tropical,Frozen,Melted,Chilly,Sunny
Contain,Exclude,Accept,Unite,Remove,Seperate
Predator,Prey,Buyer,Hunter,Farmer,Food
Prevent,Cause,Interrupt,Avoid,Stop,Pause
Clever,Stupid,Splendid,Sassy,Smart,Intelligent
Consider,Ignore,Think,Finish,Study,Relate
Scheduled,Unplanned,Assigned,Late,Delayed,Prepared
Attract,Reject,Depend,Delight,Disable,Disgust
Reveal,Hide,Develop,Showcase,Thwart,Show
Unlucky,Lucky,Blessed,Cursed,Happy,Sad
Survive,Die,Recover,Withstand,Flee,Stay
Captivity,Freedom,Slavery,Permission,Limitation,Stuck
Detest,Adore,Withold,Injure,Assist,Hate
Deceitful,Honest,Bright,Crafty,Scientific,Lie
Stressed,Relaxed,Cautious,Anxious,Angry,Sad
Resist,Yield,Adjust,Remain,Decline,Tempt
Usual,Unusual,General,Creative,Typical,Standard
Fully,Partially,Completly,Totally,Finally,Empty
Host,Guest,Entertainer,Valet,Manager,Owner
Limp,Stiff,Strict,Bending,Plastic,Metal
Mature,Juvenile,Ripe,Experienced,Idiotic,Stupid
Pointless,Worthwhile,Useless,Harmful,Resolved,Ignore
Humble,Proud,Lowly,Aggresive,Timid,Shy
Timid,Aggresive,Angry,Lowly,Humble,Happy
Entertain,Bore,Excite,Recline,Perform,Cheer
Attentive,Distracted,Lazy,Watchful,Alert,Sharp
Attractive,Hideous,Beautiful,Pretty,Average,Wonderful
Complete,Incomplete,Unified,Union,Perfect,Entire
Concerntrate,Daydream,Focus,Alert,Examine,Study
Threat,Protection,Emergency,Courage,Brave,Danger
Appropriate,Improper,Suitable,Fitting,Correct,Wrong
Honourable,Dishonourable,Gentle,Meek,Angry,Cruel
Debate,Agree,Dispute,Ignore,Tame,Meek
Recieve,Send,Find,Transfer,Forward,Give
Player,Spectator,Visitor,Master,Team,Monkey
Away,Here,Gift,Past,Birthday,Gone
Plus,Minus,more,divide,give,Plus
admit,Deny,truth,lies,Argue,Forgive
Live,Perish,well,healthy,Alive,Asleep
Permit,Deprive,Allow,Right,Toward,Go
Lonely,Populated,Alone,Sad,Few,First
Antique,Current,old,Elderly,Adult,Dinosaur
Regard,Neglect,Mind,View,Listen,Hear 
Decline,accept,complain,Anger,Disagee,Hash
Come,depart,Force,Stay,Car,Land
arrogant,Modest,smarty,Bossy,Mean,Smug
ascend,descend,up,Above,Send,Receive
attack,defend,safe,Danger,Whip,Run
Approve,Disapprove,Allow,Take,Accept,Spray
Aware,Unaware,alive,Dead,Live,Busy
Bend,Straighten,Crooked,Curvy,Wild,Cheap
Superior,Ordinary,Normal,Sick,Good,Great
bold,fearful,brave,large,big,emotion
bottom,top,left,right,around,down
Frustrate,Encourage,Bold,Fearless,Block,Defeat
Him,Her ,man,women,child,baby
Busy,Idle,full,work,packed,deep
Gain,Loss,cost,price,shop,market
Request,Response,affect,problem,trouble,before
Centre,edge,point,border,left,right
Child,Adult,Mother,Father,Son,Grandmother
copy,original,fake,print,clone,photo
dim,bright,black,dull,white,cloudy
Lie ,Honesty,bad,Liar,Steal,Rob
Surrender,Persist,Correct,Failure,Fall,Miss
Quickly,Slowly,Fast,High,Tortoise,Hare
Fancy,Plain,Full,Rich,Poor,Special
Heavy,Lightweight,Round,Plump,Long,Short
Fiction,Fact,Fake,Unreal,Legend,Tale
Firm,Flabby,Hard,tough,strong,stiff
Next,Previous,chase,after,before,go
Save,Waste,Kill,Dirt,Lose,Found
Ahead,Behind,Left,Right,Front,Back
Crisp,Worn,Hot,New,Now,Raw
Pal,Foe,Pal,partner,buddy,classmate
Packed,Clear,Big,Complete,Loaded,Full
Quiet,Noisy,Soft,Tame,Cool,Happy
Join,Seperate,Meet,Tie,Add,Lock
Friendly,Unfriendly,Shy,Friendly,Nice,Bad
Shakey,Sturdy,Thin ,Weak,Fat,Frail
Unstable,Stable,alive,Dead,Gone,Hurt
Cheerful,Gloomy,Angry,Jealous,Mad,Joy
Grant,Refuse,Accept,Go,Loss,Money
Doubt,Belief,Problem,Negative,Fear,Panic
Decrease,Increase,Empty,Peace,Less,Fewer
Exapand,Contract,Grow,Enlarge,More,Tiny
Gather,Distribute,Alone,Together,Collect,Get
Height,Depth,Long,Big,Tiny,Slow
Free ,Imprison,Freedom,Go,Gone,Take
Land,Sea,Wet,Dry,Hair,Swim
Solid,Liquid,Hard,Soft,Clear,Normal
Within,Without,Where,Inside,In ,Indoor
Comulsory,Optional,Needed,Force,Required,Seen
Peace,Chaos,Calm,Slow,Soft,Sensible