Kind,Nice,Wild,Funny,Friendly,Best
Fast,Quick,Clean,Slow,First,Last
Shiny,Glossy,Dark,Dull,Colourful,Clear
Big,Large,Small,Tiny,Tall,Short
Noisy,Loud,Silent,Quiet,Whisper,Abrupt
Final,Last,First,Second,Small,Begin
Spectacular,Great,Stupid,Lame,Dull,Smart
Tired,Sleepy,Angry,Ready,Alive,Dead
Tiny,Small,Big,Huge,Tall,Short
Merry,Happy,Angry,Sad,Funny,Bored
Unhappy,Sad,Happy,Glad,Angry,Calm
Skinny,Thin,Small,Tall,Strong,Weak
Similiar,Alike,Different,Correct,Incorrect,Unequal
Smart,Intelligent,Dumb,Stupid,Old,Young
Weird,Strange,Great,Unhealthy,Typical,Same
Scared,Afraid,Angry,Sad,Happy,Meek
Sure,Certain,Likely,Doubtful,Uncertain,Anxious
Angry,Mad,Tired,Happy,Sad,Calm
Fair,Equal,Large,Balance,Unbalanced,Bias
Hilarious,Funny,Smart,Dumb,Old,Depressed
Robber,Thief,Police,Judge,Zuma,Death
Huge,Giant,Tiny,Small,Tall,Short
Lovely,Nice,Expensive,Cheap,Tired,Mean
Cheap,Inexpensive,Pricey,Expensive,Costly,Valuable
Difficult,Hard,Easy,Old,Rough,Smooth
Super,Great,Rainy,Lousy,Lame,Smart
Packed,Crowded,Heavy,Little,Light,Small
Terrible,Horrible,Sweet,Sour,Incredible,Fantastic
Disgusting,Gross,Tasty,Hungry,Good,Nice
Nervous,Anxious,Calm,Angry,Crazy,Short
Awesome,Amazing,Bad,Sorry,Wild,Boring
Ready,Prepared,Afraid,Late,Delayed,Lazy
Closed,Shut,Open,Ajar,Loose,Exit
Shy,Silent,Strange,Weird,Loud,Outspoken
Value,Worth,Number,Good,Price,Money
Total,Sum,None,Addition,Some,Many
Market,Shop,Home,Bedroom,Money,Price
Place,Location,Water,Home,Sad,Alone
Mom,Mother,Brother,Sister,Father,Daughter
Father,Dad,Mother,Brother,Sister,Son
Grandpa,Grandfather,Nephew,Uncle,Mother,Brother
Worker,Employee,Employer,Job,Boss,Friend
Woman,Lady,Man,Flower,Animal,Human
Skill,Ability,Work,Job,Task,Wish
Honour,Dignity,Intelligence,Strong,Wise,Dumb
Watch,See,Smell,Hear,Taste,Feel
Courageous,Brave,Powerful,Strong,Quick,Fast
Required,Neccessary,Certain,Optional,Choice,Ignore
Furious,Rage,Happy,Calm,Excited,Sad
Change,Switch,Drive,Remain,Stay,Keep
Hurry,Rush,Drive,Fast,Slow,Delay
Decide,Choose,Steal,Attempt,Think,Stay
Try,Attempt,Fail,Score,Total,Shoot
Turn,Rotate,Change,Generate,Transform,Assemble
Create,Make,Hurt,Write,Draw,Picture
Hope,Dream,Frown,Love,Sleep,Blessed
Go,Move,Stay,Talk,Ask,Pause
Send,Deliver,Package,Attend,Wrap,Present
Produce,Make,Buy,Sell,Find,Shop
Increase,Grow,Decrease,Remove,Subtract,Add
Think,Wonder,Decide,Sleep,Laze,Watch
Quit,Stop,Fire,Accept,Fail,Hire
Annoy,Bother,Punish,Establish,Scold,Anger
Rip,Tear,Patch,Collect,Sow,Give
Mix,Stir,Cook,Bake,Burn,Food
Twist,Turn,Tighten,Open,Close,Lock
Hurt,Injure,Take,Anger,Love,Help
Start,Begin,End,Last,Stop,Pause
Smile,Grin,Frown,Speak,Mouth,Sad
Sound,Noise,Loud,Soft,Peace,Whisper
Talk,Speak,Hear,Listen,Present,Words
Buy,Purchase,Trade,Sell,Price,Cheap
Fear,Terror,Run,Hide,Excited,Cry
Help,Aid,Assistant,Payment,Apply,Ignore
Glad,Happy,Broken,Sad,Open,Angry
Middle,Center,Enter,Outside,Side,Exit
Evil,Wicked,Good,Angel,Spite,Lice
Couch,Sofa,Relax,Comfort,Furniture,Bed
Garbage,Trash,Paper,Clean,Odd,Awful
Sick,Ill,Well,Awesome,Fine,Tired
Hide,Cover,Show,Look,Check,View
Cap,Hat,Afro,Shoe,Pants,Dime
Shout,Scream,Whisper,Talk,Communicate,Attack
Correct,Right,Question,Write,Attempt,Failure
Sniff,Smell,Exhale,Check,Ignore,Ignore
Carpet,Rug,Floor,Furry,Ceiling,Wood
Present,Gift,Absent,Unavailable,Excited,Kindness
Look,View,Hide,Tease,Smear,Mess
Rock,Stone,Scissors,Grass,Sand,Road
Listen,Hear,Teach,Attention,Skill,Youth
Rabbit,Bunny,Frog,Animal,Wildlife,Delicate
Hollow,Empty,Transparent,Solid,Tough,Dig
Famous,Well-known,Nobody,Unknown,Notorious,Sly
Idea,Clue,Ignorant,Blind,Silly,Waste
Backpack,Bag,Cloth,Basket,Bin,Bottle
Rest,Relax,Active,Training,Play,Sports
Sweets,Candy,Red,Tasty,Pleasure,Delicate
Beneath,Below,Above,Top,North,High
Subtract,Minus,Add,Maths,Hasty,Master
Save,Keep,Take,Delete,Strong,Professional
Paste,Glue,Cut,Remove,Copy,Phone
Friend,Peer,Parent,Enemy,Family,Brother
Error,Mistake,Correct,Duplicate,Seamless,Success
Harm,Hurt,Protect,Safe,Little,Gentle
Close,Shut,Push,Open,Entrance,Run
House,Home,Temporary,Hotel,Truck,Smoke
Visitor,Guest,Resident,Hospitality,Accomodate,Time
Similar,Alike,Different,Identical,Ignorant,Glance
Street,Road,Path,Pavement,Pedestrian,Code
Pavement,Sidewalk,People,Safety,Gravel,Mate
Dirty,Filthy,Rich,Poor,Shocking,Trash
Cry,Sob,Joyous,Laugh,Sad,Emotions
Dreadful,Horrific,Amusing,Exciting,Permanent,Life
Achieve,Accomplish,Fail,Weak,Defeat,Stop
Allow,Permit,Forbid,Ban,Proceed,Access
Capable,Skilled,Unable,Done,Resources,Learn
Sudden,Unexpected,Common,Usual,Target,Lame
Response,Reply,Ignore,Communicate,Mission,Talk
Beginning,Origin,End,Last,Tame,Intermediate
Tolerate,Endure,Hate,Smack,Reprimand,Mould
Perimeter,Boundary,Around,Circle,Open,Base
Automobile,Vehicle,Transport,Swim,Quick,Drive
Engaged,Occupied,Divorced,Milky,Mild,Watch
Grade,Rate,Education,University,Carry,Mute
Disturb,Bother,Entertain,Amuse,Invest,Spam
Cure,Heal,Disease,Brood,Swindle,Approve
Charm,Enchant,Disgust,Murder,Disappoint,Ecstatic
Modify,Change,Verbatim,Secure,Mend,Write
Eat,Consume,Cook,Drink,Kitchen,Sandwich
During,While,Afterwards,Past,Queen,Future
Defect,Fault,Perfect,Throughout,Date,Correct
Dwell,Inhabit,Permanent,Evict,Niche,Home
Faith,Trust,Pray,Alive,Bible,Daily
Liberty,Freedom,Happiness,Trap,Bail,Brag
Delicate,Fragile,Strong,Mighty,Miserable,Magenta
Income,Revenue,Expense,Outcome,Expenditure,Fees
Kill,Slaughter,Feed,Breath,Humane,Fat
Long,Lengthy,Short,Deceive,Tree,Climb
Discover,Find,Small,Clean,Bubbly,Mane
Humble,Modest,Proud,Boasting,Crazy,Playful
Marvelous,Wonderful,Boring,Huge,Unite,Ridiculous
Method,Technique,Estimation,Create,Coffee,Idea
Name,Title,Unique,Vicinity,Racket,Clamor
Pain,Ache,Remedy,Pleasure,Single,Survive
Congratulate,Applaud,Deface,Discourage,Encourage,Excuse
Natives,Inhabitants,Crucial,Foreigners,Principal,Section
Respect,Honour,Vulgarity,Appear,Careless,Correct
Secluded,Isolated,Visible,Accesible,Improve,Random
Peaceful,Tranquil,Unsettled,Hostile,Care,Rapid
Illustrate,Show,Settle,Below,Establish,Commence
Story,Tale,Reality,Lies,Regret,Shame
Supply,Provide,Consume,Soften,Scare,Buy
Tense,Uptight,Calm,Fearful,Beyond,Grab
Moment,Instance,Forever,Struggle,Today,Loan
Experiment,Test,Science,Laboratory,Proper,Ponder
stupid,dumb,clever,sharp,genius,horrible
essential,vital,cool,usual,empty,normal
excellent,magnificent,ordinary,bad,easy,magnify
awful,horrible,nice,safe,heavy,dull
interesting,captivating,boring,powerful,normal,risky
boring,dull,interesting,bright,lame,shame
new,fresh,old,outdated,happy,shiny
old,outdated,new,grey,wise,shiny
easy,simple,tough,strong,mad,normal
strong,powerful,weak,normal,muscle,hammer
weak,frail,strong,powerful,big,mouse
blank,empty,full,half,bullet,cup
centre,middle,left,right,up,down
dangerous,risky,safe,good,easy,smoke
little,small,big,long,short,mouse
rich,wealthy,poor,low,weak,many
safe,secure,lost,danger,gone,extra
slim,thin,fat,wide,clever,round
usual,normal,weird,mad,crazy,hard
disgrace,shame,happy,wise,anger,wild
extra,additional,few,little,small,first
fool,idiot,wise,clever,weird,brain
foolish,silly,smart,bright,clown,light
fantastic,great,normal,equal,large,long
joy,delight,sad,moody,weird,normal
missing,lost,found,here,enough,key
temper,moody,sad,happy,joy,smile
ultimate,final,first,one,after,win
vast,huge,tiny,small,weak,long
honest,fair,liar,bad,frown,biased
mean,unfriendly,good,safe,bully,mad
build,make,destroy,break,bite,building
near,close,far,above,open,below
weep,cry,shout,whisper,whip,blind
tidy,neat,new,old,dirty,cool
end,finish,first,win,lose,fail
lead,guide,grow,follow,change,find
teach,train,lose,study,sir,adult
repair,fix,break,destroy,wreck,risky
bossy,controlling,mean,incorrect,wise,old
positive,certain,negative,unsure,wrong,win
exit,leave,arrive,send,receive,come
sack,bag,book,pen,string,cupboard
chef,cook,meal,food,kitchen,dry
under,below,above,up,down,around
raise,lift,fly,sink,float,lower
odor,smell,nose,dirt,sweetness,garbage
infant,baby,adult,teenager,child,senior
lower,drop,up,lift,take,sky
Aim,Goal,Score,Shoot,Miss ,Win
Back ,Rear,Front,Up,Down,Around
Birth,Origin,Day,Old,Age,Gift
Fetch,Bring,Take,Give,Run,Stick
Have,Own,Sell,Buy,Take,Assist
High,Tall,Short,Little,Large,Great
Hold,Grasp,Hand,Take,Give,Aid
Continue,Persist,Stop,Wait,Brake,Pull
Time,Instant,Long,Short,Slow,Fast
Use,Apply,Begin,Start,Support,Attempt
Understand,Know,Important,Teach,Work,No
Victor,Winner,Lose,Defeat,Loss,Blow
Walk,Stroll,Run,Jog,Stop,Sprint
Up,Above,Down,Front,Around,Below
Work ,Job,Office,Home,Pay,Money
World,Globe,Moon,Star ,Country,Place
Check,Review,Miss,Aid,Help,Score
Page,Sheet,Tree,Full,Blank,Pen
One,Single,Double,Twice,Dozen,Pair
Pardon,Forgive,Thank,Honour,Hurt,Pain
Renew,Restore,Break,Buy,New,Old
Say,Speak,Listen,Hear,Shout,Whisper
Verify,Confirm,No,Know,Unify,Show
Might,Perhaps,Happen,Already,Sure,Correct
Often,Frequently,Once,Twice,Dozen,Rarely
Sorry,Apologetic,Happy,Glad,Nice,Forgive
Still,Unmoving,Moving,Fast,Slow,Empty
Amaze,Surprise,Bore,Common,Annoy,Anger
Anger,Madness,Happiness,Content,Satisfied,Calm
Ask,Question,Quiet,Wonder,Teach,Learn
Faulty,Defective,Working,Great,Correct,Nice
Harmful,Dangerous,Safe,Clean,Fine,Working
Launch,Initiate,Suspend,Cancel,Prolong,Move
Daring,Courageous,Coward,Scared,Honest,Asleep
Smash,Wreck,Fix,Build,Engineer,Create
Quiet,Calm,Noisy,Loud,Annoy,Anger
Shine,Sparkle,Dusty,Dirty,Grey,Cloudy
Arrive,Reach,Gone,Left,Empty,Quiet
Windy,Breezy,Sunny,Humid,Hot,Rainy
Crooked,Bent,Straight,Simple,Correct,Safe
Chop,Crop,Add,Create,Build,Lengthen
Icy,Frosty,Melted,Liquid,Windy,Rainy
Unsafe,Hazardous,Safe,Clean,Shiny,Great
Dark,Gloomy,Light,Bright,Sunny,Happy
Dim,Shady,Bright,Yellow,Light,Sunny
Definite,Certain,Unlikely,Never,Risky,Alternate
Destroy,Ruin,Create,Build,Up,Help
Interested,Eager,Lazy,Absent,Hate,Unlikely
Enjoy,Like,Hate,Despise,Destroy,Create
Clarify,Explain,Quiet,Debate,Unknown,Difficult
Entire,Whole,Nothing,Empty,Quiet,Shallow
Short,Brief,Long,Lengthy,Stubborn,Extreme
Topple,Tumble,Stand,Run,Walk,Strong
Fancy,Creative,Plain,Boring,Simple,Empty
Broad,Wide,Thin,Small,Line,Skinny
Terrified,Scared,Happy,Hopeful,Lucky,Calm
Cruel,Harsh,Kind,Nice,Happy,Simple
Apart,Seperate,Together,One,Simple,Close
Gentle,Tender,Popular,Hard,Angry,Cruel
Full,Packed,Empty,Vast,Large,Deep
Incorrect,Wrong,Correct,Right,Nice,Success
Sturdy,Strong,Weak,Skinny,Bleak,Bleak
Friendly,Kind,Angry,Mean,Annoy,Lonely
Wild,Crazy,Calm,Cool,Reserved,Still
Grown,Mature,Childish,Playful,Young,Wild
Genuine,Authentic,Fake,Phony,Cheap,Weak
Fake,Phony,Real,Authentic,Expensive,Rare
Clear,Visible,Dirty,Gray,Broken,Complex
Offend,Insult,Compliment,Help,Angry,Mean
Surely,Certainly,Unlikely,Maybe,Possibly,Never
Amusing,Comical,Dreadful,Horrible,Boring,Sad
Grand,Mighty,Weak,Lose,Small,Tiny
Rude,Cruel,Kind,Friendly,Happy,Help
Joyful,Cheerful,Sad,Depressed,Stressed,Busy
Important,Necessary,Pointless,Cheap,Simple,Small
Sluggish,Lazy,Active,Excited,Work,Happy
Plan,Idea,Quiet,Sadness,Hope,Complex
Area,Location,World,Country,Street,Road
Myth,Tale,News,Movie,Book,Person
Odour,Smell,Look,Clothes,Shoes,Hair
Result,Outcome,School,Project,Great,Pass
Odd,Strange,Common,Simple,Often,Even
Familiar,Common,Rare,Expensive,Always,Strange
Worried,Troubled,Happy,Hopeful,Grateful,Thankful
Exact,Precise,Far,Inaccurate,Void,Different
Dismal,Sorrowful,Bright,Great,Attractive,Hopeful
Exercise,Workout,Television,Internet,Sleep,Eat
Danger,Distress,Safety,Calm,Happy,Easy
Proceed,Continue,Stop,Halt,Stay,Freeze
Yell,Scream,Whisper,Utter,Speak,Word
Mute,Quiet,Noisy,Annoy,Disturb,Loud
Accept,Approve,Reject,Disapprove,Hate,Like
Explode,Burst,Implode,Sound,Work,Petrol
Feeble,Frail,Strong,Muscular,Young,Fat
Clever,Smart,Dumb,Lazy,Basic,Asleep
Journey,Trip,Vacation,Location,Road,Car